Loss;Train_Accuracy;Validation_Accuracy
7.645480291048685;0.4;0.6140350626226057
0.9885597467422487;0.6208333333333333;0.17543859570695644
0.8592873454093933;0.6902777777777778;0.15789473605783363
0.7689550439516702;0.7319444444444444;0.2280701738700532
0.6065858642260233;0.7791666666666667;0.3684210531544267
0.4735911170641582;0.8583333333333333;0.43859648077111496
0.3878389259179433;0.875;0.43859648077111496
0.3378722320000331;0.9111111111111111;0.2807017532095574
0.21630469461282095;0.9625;0.43859648443104926
0.18307695786158246;0.9666666666666667;0.3157894713313956
0.14988373120625814;0.975;0.4210526284418608
0.09935591916243235;0.9861111111111112;0.4561403514000407
0.08976699362198512;0.9861111111111112;0.3333333309805184
0.10796607043594122;0.9583333333333334;0.42105262922613246
0.24323316539327305;0.9597222222222223;0.3333333338561811
0.18112014830112458;0.9888888888888889;0.4035087724526723
0.11244550608098505;0.9847222222222223;0.3859649111042943
0.11297816441704829;0.9861111111111112;0.5087719303474092
0.06677834507233153;0.9972222222222222;0.42105262635046975
0.047895894075433425;0.9972222222222222;0.4035087703612813
0.0173612401355058;0.9958333333333333;0.45614034852437807
0.014039515269299347;0.9972222222222222;0.4736841979779695
0.26259317240910607;0.7791666666666667;0.2807017491574873
0.3800254349907239;0.9152777777777777;0.2105263142209304
0.2062502592802048;0.9888888888888889;0.36842105027876404
0.06857505775988103;0.9833333333333333;0.3333333309805184
0.033009168319404134;0.9916666666666667;0.36842105027876404
0.047604166592160865;0.9777777777777777;0.24561403391131184
0.07049974921780329;0.9958333333333333;0.29824561246654446
0.0273508497979492;0.9902777777777778;0.2631578931682988
0.027163833131392798;0.9875;0.2807017491574873
0.04655640900018625;0.9916666666666667;0.2807017532095574
0.052550120387847225;0.9916666666666667;0.3333333317647901
0.17460612286813554;0.9902777777777778;0.36842105027876404
0.14107623236874742;0.9833333333333333;0.3684210531544267
0.20798587302366894;0.8888888888888888;0.43859648443104926
0.2999427492419878;0.9111111111111111;0.4561403477401064
0.2194962580998739;0.975;0.40350876957700965
0.124383008107543;0.9861111111111112;0.4210526284418608
0.11433572775373858;0.9902777777777778;0.3333333309805184
0.18654518909752366;0.9875;0.2982456088066101
0.0794502994666497;0.9944444444444445;0.35087719062964123
0.03743309232716759;1.0;0.3859649128035495
0.015192498336546123;0.9986111111111111;0.38596490705222414
0.01059384694478164;1.0;0.36842104740310133
0.002132566504102821;1.0;0.38596490705222414
0.001112031005807997;1.0;0.38596490705222414
0.0007776431605331404;1.0;0.38596490705222414
0.0006765693692917314;1.0;0.38596490705222414
0.0004840549314394593;1.0;0.40350876670134694
0.0003806578167617166;1.0;0.40350876670134694
0.0003590289590647444;1.0;0.40350876670134694
0.000286839391628746;1.0;0.40350876670134694
0.00025879035480708503;1.0;0.40350876670134694
0.00022581056255148725;1.0;0.40350876670134694
0.0001988584578308898;1.0;0.40350876670134694
0.00018199379240589527;1.0;0.40350876670134694
0.00017229126018113066;1.0;0.40350876670134694
0.0001570444932440296;1.0;0.40350876670134694
0.0001479558013670612;1.0;0.40350876670134694
0.00013475147425197063;1.0;0.40350876670134694
0.00013073767161889311;1.0;0.40350876670134694
0.00012156160604111696;1.0;0.40350876670134694
0.00011157781946167233;1.0;0.40350876670134694
0.00011058523693160774;1.0;0.40350876670134694
0.00010216163245786448;1.0;0.40350876670134694
0.00010609130610343223;1.0;0.40350876670134694
9.177100922291479e-05;1.0;0.40350876670134694
8.625865120848175e-05;1.0;0.40350876670134694
8.444567344364867e-05;1.0;0.40350876670134694
8.028455625511317e-05;1.0;0.40350876670134694
7.645863612803319e-05;1.0;0.40350876670134694
7.129559429207195e-05;1.0;0.40350876670134694
6.874222369030273e-05;1.0;0.40350876670134694
8.007784502600165e-05;1.0;0.40350876670134694
6.409776251530275e-05;1.0;0.40350876670134694
6.306173175592752e-05;1.0;0.40350876670134694
6.01023025107376e-05;1.0;0.40350876670134694
5.820136035860439e-05;1.0;0.40350876670134694
5.679650924624487e-05;1.0;0.40350876670134694
5.22487317539344e-05;1.0;0.40350876670134694
5.085846229728001e-05;1.0;0.40350876670134694
4.984118980549586e-05;1.0;0.40350876670134694
4.991878928800967e-05;1.0;0.40350876670134694
4.607459595717955e-05;1.0;0.38596490705222414
4.5986299210198925e-05;1.0;0.38596490705222414
4.308222520800579e-05;1.0;0.38596490705222414
4.128301570744952e-05;1.0;0.38596490705222414
4.115341604726079e-05;1.0;0.38596490705222414
3.8763839863046705e-05;1.0;0.38596490705222414
3.8434913525028e-05;1.0;0.38596490705222414
3.6471483709495564e-05;1.0;0.38596490705222414
3.550047128252725e-05;1.0;0.38596490705222414
3.56551949759402e-05;1.0;0.38596490705222414
3.454561483522412e-05;1.0;0.38596490705222414
3.373115663028632e-05;1.0;0.38596490705222414
4.40844037560358e-05;1.0;0.38596490705222414
3.111010337306652e-05;1.0;0.38596490705222414
3.0010297996341242e-05;1.0;0.38596490705222414
2.956694746292972e-05;1.0;0.38596490705222414
