Loss;Train_Accuracy;Validation_Accuracy
0.9884510219097138;0.7037886424731182;0.7695167286245354
0.527264428138733;0.850865255376344;0.8104089219330854
0.3791279256343842;0.8939348118279571;0.8066914498141264
0.30201561003923416;0.9201108870967742;0.8141263940520446
0.25890553891658785;0.9330981182795699;0.8252788104089219
0.2257870927453041;0.9468665994623656;0.8401486988847584
0.20247596353292466;0.9545866935483871;0.828996282527881
0.18406993746757508;0.9652301747311829;0.8364312267657993
0.16885643526911737;0.9673807123655915;0.8364312267657993
0.15504064112901686;0.9720682123655916;0.8438661710037175
0.1442711018025875;0.9754872311827957;0.8401486988847584
0.13253931999206542;0.97890625;0.8513011152416357
0.12316735535860063;0.98203125;0.8438661710037175
0.11638828366994859;0.9837869623655915;0.8327137546468402
0.11041890382766724;0.9861307123655914;0.8513011152416357
0.10330082252621652;0.9861307123655914;0.8438661710037175
0.09740283638238906;0.9884744623655913;0.8475836431226765
0.09121114388108253;0.9890625000000001;0.8513011152416357
0.087747048959136;0.9903309811827956;0.8475836431226765
0.08308791518211364;0.9898437499999998;0.8513011152416357
0.07951714731752872;0.9915994623655915;0.8513011152416357
0.07347895912826062;0.9929687499999998;0.8587360594795539
0.07014762684702873;0.9937499999999998;0.8475836431226765
0.06785638928413391;0.9950184811827957;0.8475836431226765
0.06448708176612854;0.9953125;0.8550185873605948
0.060849790647625926;0.9953124999999999;0.8475836431226765
0.05815647467970848;0.9953124999999999;0.8513011152416357
0.055581191554665565;0.9953124999999999;0.8550185873605948
0.05461819134652615;0.9953124999999999;0.8513011152416357
0.05202753879129886;0.9957997311827956;0.8550185873605948
0.04957855362445115;0.9968749999999998;0.8513011152416357
0.04840184561908245;0.9965809811827956;0.8475836431226765
0.0472415518015623;0.9955057123655914;0.8513011152416357
0.043952525965869425;0.996875;0.8513011152416357
0.042512524686753754;0.9968749999999998;0.8550185873605948
0.04106249790638685;0.9957997311827956;0.8513011152416357
0.03931963555514812;0.996875;0.8550185873605948
0.03806113135069609;0.9976562499999999;0.8550185873605948
0.03687517754733562;0.9973622311827957;0.8550185873605948
0.034988415986299516;0.9984374999999999;0.8513011152416357
0.035205945186316964;0.9978494623655914;0.8587360594795539
0.03306909576058388;0.9984374999999999;0.8438661710037175
0.032135424017906186;0.9984374999999999;0.8513011152416357
0.03102156352251768;0.9984374999999999;0.8475836431226765
0.03004636391997337;0.9984374999999999;0.8587360594795539
0.029091836325824256;0.9984374999999999;0.8475836431226765
0.028337183035910134;0.9984374999999999;0.8438661710037175
0.027607770636677745;0.9984375;0.8438661710037175
0.02663652822375297;0.9984375;0.8438661710037175
0.0256682425737381;0.9984375;0.8475836431226765
0.024941167235374453;0.9984374999999999;0.8475836431226765
0.024278957583010193;0.9984375;0.8475836431226765
0.02335917856544256;0.9984375;0.8475836431226765
0.022935223020613196;0.9992187499999999;0.8513011152416357
0.02245098631829023;0.9992187499999999;0.8513011152416357
0.021829596813768146;0.9984375;0.8475836431226765
0.021064331009984016;0.9992187499999999;0.8438661710037175
0.02086644247174263;0.9992187499999998;0.8475836431226765
0.0204720763489604;0.9992187499999999;0.8475836431226765
0.01980955880135298;0.9992187499999999;0.8513011152416357
0.01946333646774292;0.9992187499999998;0.8475836431226765
0.018757357168942692;0.9992187499999998;0.8550185873605948
0.01839048443362117;0.9992187499999999;0.8475836431226765
0.01791859306395054;0.9992187499999999;0.8475836431226765
0.017276628129184245;0.9992187499999999;0.8513011152416357
0.016957910265773535;0.9999999999999999;0.8475836431226765
0.016670697554945945;0.9999999999999999;0.8438661710037175
0.016031862422823902;0.9999999999999999;0.8550185873605948
0.01588137149810791;0.9999999999999999;0.8475836431226765
0.015375660173594954;0.9999999999999999;0.8513011152416357
0.015038276277482509;0.9999999999999999;0.8475836431226765
0.014850610587745904;0.9999999999999999;0.8513011152416357
0.014408294949680564;0.9999999999999999;0.8475836431226765
0.014128393866121766;0.9999999999999999;0.8475836431226765
0.014085507858544588;0.9999999999999999;0.8475836431226765
0.013668973557651043;0.9999999999999999;0.8550185873605948
0.013298283610492945;0.9999999999999999;0.8513011152416357
0.013422786444425582;0.9999999999999999;0.8475836431226765
0.012821219954639673;0.9999999999999999;0.8513011152416357
0.012590609211474658;0.9999999999999999;0.8513011152416357
0.012345338054001332;0.9999999999999999;0.8475836431226765
0.011956979520618916;0.9999999999999999;0.8513011152416357
0.011808385886251925;0.9999999999999999;0.8513011152416357
0.011511355964466929;0.9999999999999999;0.8513011152416357
0.011349307466298343;0.9999999999999999;0.8513011152416357
0.011218177434056996;0.9999999999999999;0.8513011152416357
0.010914459079504014;0.9999999999999999;0.8513011152416357
0.010663802875205875;0.9999999999999999;0.8513011152416357
0.010596110764890912;0.9999999999999999;0.8513011152416357
0.010387278255075218;0.9999999999999999;0.8513011152416357
0.010238913074135781;0.9999999999999999;0.8513011152416357
0.009929982852190735;0.9999999999999999;0.8513011152416357
0.00984954284504056;0.9999999999999999;0.8513011152416357
0.00959381307475269;0.9999999999999999;0.8513011152416357
0.009492696914821864;0.9999999999999999;0.8513011152416357
0.00932096755132079;0.9999999999999999;0.8513011152416357
0.009363297140225768;0.9999999999999999;0.8513011152416357
0.008980846218764781;0.9999999999999999;0.8513011152416357
0.00886665298603475;0.9999999999999999;0.8513011152416357
0.00873315641656518;0.9999999999999999;0.8401486988847584
