Loss;Train_Accuracy;Validation_Accuracy
1.0836442583485655;0.5809217578984023;0.24378109452736318
0.9914573023193761;0.601286173665383;0.4179104477982616
0.9280801697781211;0.5841371918542336;0.3731343283952765
0.8538735069726644;0.6216505896240185;0.47263681599453317
0.8327083932726007;0.6677384781556369;0.3383084577114428
0.7644284838124324;0.6816720257394439;0.2935323383084577
0.7351666500693873;0.6934619508244473;0.4378109453106994
0.7115163928584047;0.7266881030216605;0.4278606965544805
0.6678821413140548;0.7170418007708567;0.2835820895522388
0.662929644710139;0.7084673097534834;0.4378109453106994
0.6167583214609247;0.7824222937401979;0.32338308457711445
0.5481789582654051;0.8038585209642065;0.3383084577114428
0.5172258019447327;0.8113612005564944;0.31840796019900497
0.4698442142260702;0.8531618435794261;0.3383084577114428
0.4365316692151522;0.8628081457663451;0.3333333333333333
0.3881091099036367;0.8831725616930381;0.3482587064676617
0.3706314351997878;0.8263665594855305;0.4776119403726426
0.37928650253697443;0.9013933547695605;0.3930348259447819
0.30651766140209996;0.9303322615219721;0.3880597015296049
0.25785611256172775;0.8938906752411575;0.41791044783532916
0.24102576469120227;0.9442658092814626;0.36318407963905763
0.19818314517799177;0.8960342979635584;0.4925373138776466
0.2186558850501713;0.962486602357985;0.3930348259447819
0.1747467682549828;0.9571275455519829;0.29353233838259285
0.13761817467840093;0.9742765273311897;0.37810945281045355
0.11978789693430851;0.9764201500535906;0.36815920405423463
0.108208028305518;0.9571275455519829;0.45771144286020476
0.10134408779834446;0.9871382636655949;0.3880597019373481
0.06550902971311619;0.984994640943194;0.33333333340746846
0.05498125110017626;0.992497320471597;0.3532338309199063
0.057368343695998185;0.9892818863879957;0.36815920405423463
0.051207645649188435;0.9957127545551983;0.3980099503228913
0.037815001842222716;0.9828510182207931;0.2786069652482645
0.03813561287365461;0.9978563772775991;0.4179104482060048
0.026068990608971374;0.9989281886387996;0.3432835821636874
0.023620633016291418;0.9967845659163987;0.30348258713881177
0.028289868153239545;0.9903536977491961;0.36815920405423463
0.03598133435374812;0.9935691318327974;0.37810945281045355
0.025009416337860257;1.0;0.37313432843234406
0.01287603482456976;1.0;0.33830845778557794
0.008810451609621708;1.0;0.36815920405423463
0.006830767385269465;1.0;0.36815920405423463
0.00572435992867931;1.0;0.3532338309199063
0.004683053071953748;1.0;0.36815920405423463
0.003933855271162955;1.0;0.3582089552980157
0.003951653427640467;1.0;0.3432835821636874
0.003320016175214397;1.0;0.3631840796761252
0.0029423892203914487;1.0;0.36815920405423463
0.002929034440680162;1.0;0.37810945281045355
0.0026652942914025565;1.0;0.37313432843234406
0.0023168347972004036;1.0;0.36815920405423463
0.0021176872787212857;1.0;0.36815920405423463
0.0020723017300234028;1.0;0.3532338309199063
0.002011224076053814;1.0;0.3631840796761252
0.0018962055604022587;1.0;0.36815920405423463
0.001699883454038124;1.0;0.37313432843234406
0.0017057980753873523;1.0;0.3532338309199063
0.0016274736477307188;1.0;0.3631840796761252
0.0013866665846619167;1.0;0.3631840796761252
0.0013141072643185524;1.0;0.36815920405423463
0.001262640911399534;1.0;0.36815920405423463
0.0012296584563476866;1.0;0.36815920405423463
0.001131788346499793;1.0;0.36815920405423463
0.0011033136275057731;1.0;0.36815920405423463
0.0010541991566577437;1.0;0.36815920405423463
0.0009965295597028575;1.0;0.36815920405423463
0.0009531856876013703;1.0;0.3631840796761252
0.0009641270520851799;1.0;0.3631840796761252
0.0008802642834397328;1.0;0.3631840796761252
0.0008197393586957141;1.0;0.36815920405423463
0.0007862018032220046;1.0;0.3631840796761252
0.0007690897955877805;1.0;0.3631840796761252
0.000741353760914583;1.0;0.36815920405423463
0.0007110339172772671;1.0;0.36815920405423463
0.0006960721542495057;1.0;0.3631840796761252
0.0006557989706236281;1.0;0.36815920405423463
0.00062095027992894;1.0;0.36815920405423463
0.0005968153188740344;1.0;0.36815920405423463
0.0005649073512023806;1.0;0.3631840796761252
0.0005610819084961949;1.0;0.36815920405423463
0.0005428088188637049;1.0;0.36815920405423463
0.0005146757083773416;1.0;0.3631840796761252
0.0005040916194526576;1.0;0.36815920405423463
0.0004767796429070203;1.0;0.36815920405423463
0.0004627431626431644;1.0;0.37313432843234406
0.00045081112981087675;1.0;0.3631840796761252
0.00043817278837147896;1.0;0.37313432843234406
0.0004320323695489941;1.0;0.36815920405423463
0.0004084269243513086;1.0;0.3631840796761252
0.00040137063172694887;1.0;0.3631840796761252
0.0003924389893654733;1.0;0.37313432843234406
0.00038102709253220573;1.0;0.3631840796761252
0.00036825208103676374;1.0;0.3631840796761252
0.0003498088971307305;1.0;0.3631840796761252
0.00033956279558448215;1.0;0.3631840796761252
0.0003338534856754306;1.0;0.3631840796761252
0.00032475190145257667;1.0;0.3631840796761252
0.00031160309261299283;1.0;0.3631840796761252
0.00030677358690330665;1.0;0.37313432843234406
0.00030099850540098394;1.0;0.37313432843234406
