Loss;Train_Accuracy;Validation_Accuracy
1.1164588779211044;0.33656397405660377;0.3333333333333333
1.112079694867134;0.34017541273584906;0.3153153153153153
1.104468211531639;0.3389593160377358;0.3483483483483483
1.0970297008752823;0.35775353773584906;0.4084084084084084
1.0912467390298843;0.3913620283018868;0.3933933933933934
1.088714748620987;0.4087006191037736;0.40540540540540543
1.086072251200676;0.4038178066037736;0.4264264264264264
1.0845207273960114;0.4248968160377358;0.4024024024024024
1.0771020948886871;0.4851488797169811;0.42042042042042044
1.0772923827171326;0.44295400943396224;0.4294294294294294
1.0779610872268677;0.45316185141509435;0.4894894894894895
1.0712471455335617;0.4644752358490566;0.46546546546546547
1.0689492374658585;0.5131006780660378;0.4594594594594595
1.0648086816072464;0.5228663030660378;0.4954954954954955
1.0623878240585327;0.5220555719339622;0.4924924924924925
1.0612279623746872;0.5230321344339622;0.45345345345345345
1.0589708536863327;0.5123267983490566;0.4924924924924925
1.0558866113424301;0.5103736733490566;0.5195195195195195
1.0512973964214325;0.5414578419811321;0.5135135135135135
1.050777405500412;0.5383254716981132;0.5135135135135135
1.0490638464689255;0.5277859669811321;0.5225225225225225
1.052931398153305;0.47110849056603776;0.5045045045045045
1.0512546747922897;0.46723909198113206;0.4984984984984985
1.0430481284856796;0.5091575766509434;0.4774774774774775
1.0465832948684692;0.5320975825471698;0.5135135135135135
1.0379830747842789;0.5171359080188679;0.5165165165165165
1.0357815623283386;0.5622973172169812;0.4894894894894895
1.0312903374433517;0.5528080778301887;0.4924924924924925
1.031388595700264;0.5517578125;0.5195195195195195
1.0287381708621979;0.5549638856132075;0.5045045045045045
1.0250455886125565;0.5635134139150944;0.5135135135135135
1.0230103135108948;0.5418263561320755;0.4954954954954955
1.0233843475580215;0.5463406544811321;0.5105105105105106
1.0225123018026352;0.5397811025943396;0.5225225225225225
1.0177615135908127;0.5580594044811321;0.5105105105105106
1.0228504538536072;0.5203788325471698;0.5195195195195195
1.0165804475545883;0.5412920106132075;0.5285285285285285
1.0132266506552696;0.5451614091981132;0.5255255255255256
1.0093348324298859;0.5760797464622641;0.5255255255255256
1.0133690312504768;0.5500442216981132;0.5165165165165165
1.010773777961731;0.5463775058962264;0.5375375375375375
1.0118988007307053;0.552734375;0.5255255255255256
1.0057104974985123;0.5406839622641509;0.5045045045045045
1.0108779892325401;0.5183520047169812;0.5045045045045045
0.9988305494189262;0.5566037735849056;0.5465465465465466
0.9971233978867531;0.5746241155660378;0.5285285285285285
0.9956543073058128;0.5873562794811321;0.5105105105105106
0.9937946647405624;0.5777933372641509;0.5525525525525525
0.9951639994978905;0.5785303655660378;0.5135135135135135
0.993480496108532;0.5594413325471698;0.5405405405405406
0.9867072403430939;0.5848319575471698;0.5255255255255256
0.9882097169756889;0.5635134139150944;0.5195195195195195
0.9850157201290131;0.5821049528301887;0.5465465465465466
0.9867744147777557;0.5754348466981132;0.5315315315315315
0.9819430857896805;0.5820681014150944;0.5615615615615616
0.983123742043972;0.5816995872641509;0.5555555555555556
0.9820816740393639;0.5791752653301887;0.5585585585585585
0.977643147110939;0.5801518278301887;0.5285285285285285
0.9754951819777489;0.5890698702830188;0.5735735735735735
0.974726103246212;0.5852741745283019;0.5285285285285285
0.9723395109176636;0.5901569870283019;0.5315315315315315
0.9696083590388298;0.5867850825471698;0.5195195195195195
0.9717816635966301;0.5738870872641509;0.5735735735735735
0.9695498421788216;0.5957768278301887;0.5735735735735735
0.9706831127405167;0.5748636497641509;0.5495495495495496
0.9656537994742393;0.5963480247641509;0.5525525525525525
0.9628536030650139;0.5936947228773585;0.5765765765765766
0.9620757550001144;0.5931788030660378;0.5765765765765766
0.9613301753997803;0.5901201356132075;0.5735735735735735
0.9603838101029396;0.5928102889150944;0.5825825825825826
0.9571262001991272;0.5989091981132075;0.5345345345345346
0.9587227925658226;0.5902859669811321;0.5585585585585585
0.9550761952996254;0.5903228183962264;0.5735735735735735
0.9550278782844543;0.5943027712264151;0.5675675675675675
0.9561265558004379;0.5856426886792453;0.5405405405405406
0.9526723995804787;0.5882959905660378;0.5825825825825826
0.9501616135239601;0.5900832841981132;0.5255255255255256
0.9493567645549774;0.6047317216981132;0.5975975975975976
0.9457939341664314;0.6106647995283019;0.5495495495495496
0.946775771677494;0.5980984669811321;0.5465465465465466
