Loss;Train_Accuracy;Validation_Accuracy
478.7567529678345;0.3433333333333334;0.3333333333333333
142.8314666748047;0.32666666666666666;0.3333333333333333
73.25228118896484;0.37333333333333335;0.3333333333333333
103.5896561940511;0.35333333333333333;0.38095238095238093
98.53176244099934;0.45333333333333337;0.47619047619047616
98.7493111292521;0.33666666666666667;0.3333333333333333
112.80005900065103;0.33999999999999997;0.40476190476190477
74.58550548553467;0.36;0.42857142857142855
76.7999210357666;0.4233333333333334;0.3333333333333333
40.55845292409261;0.4266666666666667;0.40476190476190477
21.819852352142338;0.5166666666666667;0.6904761904761905
38.423152446746826;0.4633333333333333;0.4523809523809524
31.532387733459473;0.43;0.5238095238095238
25.320745150248207;0.52;0.5238095238095238
25.9402228196462;0.5066666666666666;0.5
22.451948006947834;0.55;0.47619047619047616
26.172953923543293;0.5033333333333334;0.5952380952380952
15.856487751007082;0.6733333333333333;0.5476190476190477
6.5916621287663775;0.6766666666666667;0.5714285714285714
4.915343523025514;0.7533333333333333;0.6904761904761905
7.930835962295532;0.6933333333333334;0.5476190476190477
14.1825483640035;0.5933333333333334;0.5952380952380952
9.409135103225706;0.5966666666666667;0.42857142857142855
16.79159077008565;0.6466666666666667;0.47619047619047616
16.780534505844116;0.63;0.5714285714285714
9.405772288640339;0.5566666666666666;0.4523809523809524
16.451508283615112;0.5933333333333334;0.47619047619047616
10.722753743330639;0.66;0.5952380952380952
6.533937652905783;0.7033333333333334;0.6190476190476191
4.964654008547464;0.7633333333333333;0.6190476190476191
9.792062918345135;0.66;0.6428571428571429
19.398134191830952;0.5433333333333333;0.35714285714285715
10.23908683657646;0.6933333333333334;0.5952380952380952
7.1948471168677;0.7433333333333333;0.47619047619047616
8.502824167410532;0.7433333333333333;0.5714285714285714
14.492900053660074;0.5666666666666667;0.35714285714285715
15.936028321584065;0.6;0.5238095238095238
5.146349469820659;0.74;0.5476190476190477
2.4514274895191193;0.8600000000000001;0.5952380952380952
2.639684115846952;0.8766666666666667;0.6190476190476191
